,CMPLNT_NUM,ADDR_PCT_CD,BORO_NM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,CRM_ATPT_CPTD_CD,HADEVELOPT,HOUSING_PSA,JURISDICTION_CODE,JURIS_DESC,KY_CD,LAW_CAT_CD,LOC_OF_OCCUR_DESC,OFNS_DESC,PARKS_NM,PATROL_BORO,PD_CD,PD_DESC,PREM_TYP_DESC,RPT_DT,STATION_NAME,SUSP_AGE_GROUP,SUSP_RACE,SUSP_SEX,TRANSIT_DISTRICT,VIC_AGE_GROUP,VIC_RACE,VIC_SEX,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon,New Georeferenced Column
401646,433821392,26,MANHATTAN,02/16/2021,11:02:00,02/16/2021,12:00:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,341,MISDEMEANOR,,PETIT LARCENY,,PATROL BORO MAN NORTH,339.0,"LARCENY,PETIT FROM OPEN AREAS,",TRANSIT - NYC SUBWAY,02/16/2021,125 STREET,UNKNOWN,UNKNOWN,U,3.0,UNKNOWN,UNKNOWN,D,995795,236457,40.81569625700007,-73.95829257199993,"(40.81569625700007, -73.95829257199993)",POINT (-73.95829257199993 40.81569625700007)
401745,953363658,14,MANHATTAN,02/15/2021,21:38:00,02/15/2021,21:43:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,105,FELONY,,ROBBERY,,PATROL BORO MAN SOUTH,398.0,"ROBBERY,PUBLIC PLACE INSIDE",TRANSIT - NYC SUBWAY,02/15/2021,42 ST.-GRAND CENTRAL,18-24,BLACK,M,4.0,25-44,ASIAN / PACIFIC ISLANDER,M,990886,213048,40.75144982400008,-73.97605054499998,"(40.751449824000076, -73.97605054499998)",POINT (-73.97605054499998 40.751449824000076)
401775,719123328,13,MANHATTAN,02/21/2021,01:00:00,02/21/2021,01:05:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,235,MISDEMEANOR,,DANGEROUS DRUGS,,PATROL BORO MAN SOUTH,511.0,"CONTROLLED SUBSTANCE, POSSESSI",TRANSIT - NYC SUBWAY,02/21/2021,14 STREET,25-44,WHITE HISPANIC,M,4.0,UNKNOWN,UNKNOWN,E,988886,207857,40.737203099000055,-73.98327259799999,"(40.737203099000055, -73.98327259799999)",POINT (-73.98327259799999 40.737203099000055)
401801,374423045,34,MANHATTAN,02/14/2021,09:00:00,02/18/2021,10:00:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,341,MISDEMEANOR,,PETIT LARCENY,,PATROL BORO MAN NORTH,339.0,"LARCENY,PETIT FROM OPEN AREAS,",TRANSIT - NYC SUBWAY,02/18/2021,190 STREET,25-44,WHITE HISPANIC,M,3.0,65+,BLACK HISPANIC,F,1002296,251465,40.85687798200007,-73.93476589399995,"(40.85687798200007, -73.93476589399995)",POINT (-73.93476589399995 40.85687798200007)
401811,894199274,6,MANHATTAN,02/11/2021,20:15:00,02/11/2021,20:25:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,106,FELONY,,FELONY ASSAULT,,PATROL BORO MAN SOUTH,109.0,"ASSAULT 2,1,UNCLASSIFIED",TRANSIT - NYC SUBWAY,02/11/2021,CHRISTOPHER ST.-SHERIDAN SQ.,45-64,BLACK HISPANIC,M,2.0,25-44,BLACK HISPANIC,M,983458,206549,40.733614139000046,-74.0028592,"(40.733614139000046, -74.0028592)",POINT (-74.0028592 40.733614139000046)
401814,453323059,14,MANHATTAN,02/16/2021,14:03:00,02/16/2021,14:06:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,235,MISDEMEANOR,,DANGEROUS DRUGS,,PATROL BORO MAN SOUTH,511.0,"CONTROLLED SUBSTANCE, POSSESSI",TRANSIT - NYC SUBWAY,02/16/2021,42 ST.-PORT AUTHORITY BUS TERM,,,,1.0,UNKNOWN,UNKNOWN,E,986819,214690,40.755958814000046,-73.99072868799993,"(40.755958814000046, -73.99072868799993)",POINT (-73.99072868799993 40.755958814000046)
401859,645703377,26,MANHATTAN,02/18/2021,17:40:00,02/18/2021,17:41:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,578,VIOLATION,,HARRASSMENT 2,,PATROL BORO MAN NORTH,638.0,"HARASSMENT,SUBD 3,4,5",TRANSIT - NYC SUBWAY,02/19/2021,116 ST.-COLUMBIA UNIVERSITY,UNKNOWN,UNKNOWN,M,3.0,25-44,ASIAN / PACIFIC ISLANDER,F,994243,233657,40.80801292700004,-73.96390368399994,"(40.80801292700004, -73.96390368399994)",POINT (-73.96390368399994 40.80801292700004)
401935,724554362,6,MANHATTAN,02/12/2021,22:50:00,02/12/2021,22:55:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,578,VIOLATION,,HARRASSMENT 2,,PATROL BORO MAN SOUTH,637.0,"HARASSMENT,SUBD 1,CIVILIAN",TRANSIT - NYC SUBWAY,02/13/2021,8 AVENUE,25-44,WHITE,M,2.0,25-44,WHITE,M,983551,208788,40.739759650000046,-74.00252386299998,"(40.739759650000046, -74.00252386299998)",POINT (-74.00252386299998 40.739759650000046)
401992,110909287,14,MANHATTAN,02/12/2021,20:50:00,02/12/2021,21:10:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,105,FELONY,,ROBBERY,,PATROL BORO MAN SOUTH,386.0,"ROBBERY,PERSONAL ELECTRONIC DEVICE",TRANSIT - NYC SUBWAY,02/14/2021,42 ST.-TIMES SQUARE,25-44,BLACK,M,1.0,45-64,BLACK,M,987866,214721,40.75604353500006,-73.98694954399997,"(40.75604353500006, -73.98694954399997)",POINT (-73.98694954399997 40.75604353500006)
402043,477763793,1,MANHATTAN,02/16/2021,13:50:00,02/16/2021,14:42:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,344,MISDEMEANOR,,ASSAULT 3 & RELATED OFFENSES,,PATROL BORO MAN SOUTH,101.0,ASSAULT 3,TRANSIT - NYC SUBWAY,02/16/2021,BOWLING GREEN,18-24,BLACK,M,2.0,18-24,BLACK,F,980295,195926,40.70445570500005,-74.01426591999996,"(40.70445570500005, -74.01426591999996)",POINT (-74.01426591999996 40.70445570500005)
402045,794574803,26,MANHATTAN,02/11/2021,19:30:00,02/11/2021,20:00:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,109,FELONY,,GRAND LARCENY,,PATROL BORO MAN NORTH,418.0,"LARCENY,GRAND BY ACQUIRING LOST CREDIT CARD",TRANSIT - NYC SUBWAY,02/12/2021,125 STREET,UNKNOWN,UNKNOWN,U,3.0,45-64,BLACK,F,997374,234664,40.81077276700007,-73.95259158999993,"(40.81077276700007, -73.95259158999993)",POINT (-73.95259158999993 40.81077276700007)
402110,857846261,77,BROOKLYN,02/18/2021,15:50:00,02/18/2021,16:14:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,109,FELONY,,GRAND LARCENY,,PATROL BORO BKLYN NORTH,404.0,"LARCENY,GRAND FROM PERSON,PERSONAL ELECTRONIC DEVICE(SNATCH)",TRANSIT - NYC SUBWAY,02/18/2021,KINGSTON AVENUE,,,,32.0,65+,WHITE HISPANIC,F,1000285,183163,40.66941055300003,-73.942198492,"(40.66941055300003, -73.942198492)",POINT (-73.942198492 40.66941055300003)
402126,787851163,18,MANHATTAN,02/17/2021,10:27:00,02/17/2021,10:40:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,117,FELONY,,DANGEROUS DRUGS,,PATROL BORO MAN SOUTH,500.0,"CONTROLLED SUBSTANCE,POSSESS.",TRANSIT - NYC SUBWAY,02/17/2021,59 ST.-COLUMBUS CIRCLE,45-64,BLACK,M,1.0,UNKNOWN,UNKNOWN,E,988451,217993,40.76502407900006,-73.98483594999993,"(40.76502407900006, -73.98483594999993)",POINT (-73.98483594999993 40.76502407900006)
402220,743207335,14,MANHATTAN,02/17/2021,14:50:00,02/17/2021,14:58:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,117,FELONY,,DANGEROUS DRUGS,,PATROL BORO MAN SOUTH,521.0,"CONTROLLED SUBSTANCE, SALE 5",TRANSIT - NYC SUBWAY,02/17/2021,42 ST.-PORT AUTHORITY BUS TERM,,,,1.0,UNKNOWN,UNKNOWN,E,986819,214690,40.755958814000046,-73.99072868799993,"(40.755958814000046, -73.99072868799993)",POINT (-73.99072868799993 40.755958814000046)
402344,213103669,14,MANHATTAN,02/16/2021,23:37:00,02/16/2021,23:37:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,359,MISDEMEANOR,,OFFENSES AGAINST PUBLIC ADMINI,,PATROL BORO MAN SOUTH,750.0,RESISTING ARREST,TRANSIT - NYC SUBWAY,02/17/2021,42 ST.-GRAND CENTRAL,18-24,BLACK,M,4.0,UNKNOWN,UNKNOWN,E,990435,213295,40.75212810300008,-73.97767808299993,"(40.752128103000075, -73.97767808299993)",POINT (-73.97767808299993 40.752128103000075)
402408,760112698,110,QUEENS,02/16/2021,11:00:00,02/16/2021,11:02:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,361,MISDEMEANOR,,OFF. AGNST PUB ORD SENSBLTY &,,PATROL BORO QUEENS NORTH,661.0,"LEWDNESS,PUBLIC",TRANSIT - NYC SUBWAY,02/17/2021,ROOSEVELT AVE.-JACKSON HEIGHTS,25-44,BLACK,M,20.0,45-64,WHITE,F,1014244,211379,40.746820464000045,-73.89175345599993,"(40.746820464000045, -73.89175345599993)",POINT (-73.89175345599993 40.746820464000045)
402456,293575617,52,BRONX,02/14/2021,19:21:00,02/14/2021,19:52:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,118,FELONY,,DANGEROUS WEAPONS,,PATROL BORO BRONX,792.0,WEAPONS POSSESSION 1 & 2,TRANSIT - NYC SUBWAY,02/14/2021,WOODLAWN,25-44,WHITE,M,11.0,UNKNOWN,UNKNOWN,E,1017978,262492,40.88709771300007,-73.87802064599998,"(40.88709771300007, -73.87802064599998)",POINT (-73.87802064599998 40.88709771300007)
402490,649517256,25,MANHATTAN,02/14/2021,02:25:00,02/14/2021,02:32:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,235,MISDEMEANOR,,DANGEROUS DRUGS,,PATROL BORO MAN NORTH,511.0,"CONTROLLED SUBSTANCE, POSSESSI",TRANSIT - NYC SUBWAY,02/14/2021,125 STREET,25-44,BLACK,M,4.0,UNKNOWN,UNKNOWN,E,1001575,232339,40.804384046000045,-73.93742166899995,"(40.804384046000045, -73.93742166899995)",POINT (-73.93742166899995 40.804384046000045)
402497,116857274,34,MANHATTAN,02/11/2021,11:50:00,02/11/2021,12:30:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,678,VIOLATION,,MISCELLANEOUS PENAL LAW,,PATROL BORO MAN NORTH,633.0,EXPOSURE OF A PERSON,TRANSIT - NYC SUBWAY,02/11/2021,200 ST.-DYCKMAN ST.,18-24,BLACK,M,3.0,UNKNOWN,WHITE HISPANIC,F,1004367,254628,40.865554987000046,-73.92726982199997,"(40.865554987000046, -73.92726982199997)",POINT (-73.92726982199997 40.865554987000046)
402514,270635452,52,BRONX,02/20/2021,00:35:00,02/20/2021,07:09:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,351,MISDEMEANOR,,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO BRONX,259.0,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",TRANSIT - NYC SUBWAY,02/20/2021,WOODLAWN,,,,11.0,UNKNOWN,UNKNOWN,D,1017978,262492,40.88709771300007,-73.87802064599998,"(40.88709771300007, -73.87802064599998)",POINT (-73.87802064599998 40.88709771300007)
402523,399802644,77,BROOKLYN,02/20/2021,16:25:00,02/20/2021,16:30:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,344,MISDEMEANOR,,ASSAULT 3 & RELATED OFFENSES,,PATROL BORO BKLYN NORTH,101.0,ASSAULT 3,OTHER,02/20/2021,UTICA AVE.-CROWN HEIGHTS,25-44,BLACK,M,32.0,45-64,BLACK,F,1003358,182945,40.66880609300006,-73.93112156699993,"(40.66880609300006, -73.93112156699993)",POINT (-73.93112156699993 40.66880609300006)
402759,717536287,90,BROOKLYN,02/17/2021,14:00:00,02/17/2021,14:15:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,106,FELONY,,FELONY ASSAULT,,PATROL BORO BKLYN NORTH,109.0,"ASSAULT 2,1,UNCLASSIFIED",TRANSIT - NYC SUBWAY,02/17/2021,MARCY AVENUE,UNKNOWN,BLACK,M,33.0,45-64,WHITE HISPANIC,M,995921,197378,40.70843429200004,-73.95790520999998,"(40.70843429200004, -73.95790520999998)",POINT (-73.95790520999998 40.70843429200004)
402893,464462241,18,MANHATTAN,02/12/2021,18:26:00,02/12/2021,18:27:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,358,MISDEMEANOR,,OFFENSES INVOLVING FRAUD,,PATROL BORO MAN SOUTH,705.0,"FORGERY,ETC.-MISD.",TRANSIT - NYC SUBWAY,02/12/2021,59 ST.-COLUMBUS CIRCLE,<18,BLACK,M,1.0,UNKNOWN,UNKNOWN,E,989314,218756,40.767117864000056,-73.98171996799994,"(40.767117864000056, -73.98171996799994)",POINT (-73.98171996799994 40.767117864000056)
402898,423234878,13,MANHATTAN,02/18/2021,09:00:00,02/18/2021,09:15:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,105,FELONY,,ROBBERY,,PATROL BORO MAN SOUTH,386.0,"ROBBERY,PERSONAL ELECTRONIC DEVICE",TRANSIT - NYC SUBWAY,02/19/2021,23 STREET,25-44,BLACK,M,2.0,25-44,BLACK HISPANIC,M,986244,209936,40.74291042800007,-73.99280554999996,"(40.742910428000066, -73.99280554999996)",POINT (-73.99280554999996 40.742910428000066)
402949,493144870,61,BROOKLYN,02/11/2021,16:01:00,02/11/2021,16:05:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,341,MISDEMEANOR,,PETIT LARCENY,,PATROL BORO BKLYN SOUTH,301.0,"LARCENY,PETIT BY ACQUIRING LOS",TRANSIT - NYC SUBWAY,02/11/2021,"AVENUE ""U""",UNKNOWN,UNKNOWN,M,34.0,25-44,ASIAN / PACIFIC ISLANDER,M,996614,157489,40.59894676100004,-73.95547874299997,"(40.598946761000036, -73.95547874299997)",POINT (-73.95547874299997 40.598946761000036)
402954,199166482,52,BRONX,02/11/2021,22:00:00,02/12/2021,04:40:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,121,FELONY,,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO BRONX,268.0,CRIMINAL MIS 2 & 3,TRANSIT - NYC SUBWAY,02/15/2021,205 ST.-NORWOOD,,,,11.0,UNKNOWN,UNKNOWN,D,1017650,257603,40.87368018400008,-73.87923126699997,"(40.87368018400008, -73.87923126699997)",POINT (-73.87923126699997 40.87368018400008)
402988,110369900,28,MANHATTAN,02/21/2021,12:20:00,02/21/2021,12:25:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,106,FELONY,,FELONY ASSAULT,,PATROL BORO MAN NORTH,109.0,"ASSAULT 2,1,UNCLASSIFIED",TRANSIT - NYC SUBWAY,02/21/2021,110 ST.-CENTRAL PARK NORTH,25-44,WHITE HISPANIC,M,3.0,25-44,WHITE HISPANIC,M,997535,230317,40.798841208000056,-73.95201858499998,"(40.798841208000056, -73.95201858499998)",POINT (-73.95201858499998 40.798841208000056)
403029,565192091,106,QUEENS,02/12/2021,10:55:00,02/12/2021,11:00:00,ATTEMPTED,,,1.0,N.Y. TRANSIT POLICE,118,FELONY,,DANGEROUS WEAPONS,,PATROL BORO QUEENS SOUTH,792.0,WEAPONS POSSESSION 1 & 2,TRANSIT - NYC SUBWAY,02/12/2021,LEFFERTS BLVD.,25-44,UNKNOWN,M,23.0,UNKNOWN,UNKNOWN,M,1033013,189339,40.68624248100008,-73.82417615599996,"(40.68624248100008, -73.82417615599996)",POINT (-73.82417615599996 40.68624248100008)
403056,593035164,7,MANHATTAN,02/21/2021,13:28:00,02/21/2021,13:39:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,578,VIOLATION,,HARRASSMENT 2,,PATROL BORO MAN SOUTH,638.0,"HARASSMENT,SUBD 3,4,5",TRANSIT - NYC SUBWAY,02/21/2021,DELANCEY STREET,45-64,BLACK,M,4.0,25-44,WHITE,F,987521,201066,40.718564066000056,-73.98820145399996,"(40.718564066000056, -73.98820145399996)",POINT (-73.98820145399996 40.718564066000056)
403072,585138785,1,MANHATTAN,02/11/2021,22:25:00,02/11/2021,22:30:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,121,FELONY,,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO MAN SOUTH,269.0,"MISCHIEF,CRIMINAL,    UNCL 2ND",TRANSIT - NYC SUBWAY,02/11/2021,BROADWAY/NASSAU,,,,2.0,UNKNOWN,UNKNOWN,D,982103,198029,40.71022856800005,-74.00774568899999,"(40.71022856800005, -74.00774568899999)",POINT (-74.00774568899999 40.71022856800005)
403076,357531175,41,BRONX,02/15/2021,21:10:00,02/15/2021,21:15:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,105,FELONY,,ROBBERY,,PATROL BORO BRONX,386.0,"ROBBERY,PERSONAL ELECTRONIC DEVICE",TRANSIT - NYC SUBWAY,02/16/2021,HUNTS POINT AVENUE,18-24,BLACK,M,12.0,18-24,WHITE HISPANIC,M,1014468,238156,40.82031539600007,-73.89082460299994,"(40.82031539600007, -73.89082460299994)",POINT (-73.89082460299994 40.82031539600007)
403086,735495418,18,MANHATTAN,02/19/2021,12:41:00,02/19/2021,12:48:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,106,FELONY,,FELONY ASSAULT,,PATROL BORO MAN SOUTH,106.0,ASSAULT POLICE/PEACE OFFICER,TRANSIT - NYC SUBWAY,02/19/2021,59 ST.-COLUMBUS CIRCLE,25-44,BLACK,M,1.0,18-24,WHITE,M,988451,217993,40.76502407900006,-73.98483594999993,"(40.76502407900006, -73.98483594999993)",POINT (-73.98483594999993 40.76502407900006)
403216,884751566,77,BROOKLYN,02/18/2021,22:00:00,02/19/2021,01:23:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,121,FELONY,,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO BKLYN NORTH,268.0,CRIMINAL MIS 2 & 3,TRANSIT - NYC SUBWAY,02/19/2021,UTICA AVE.-CROWN HEIGHTS,,,,32.0,UNKNOWN,UNKNOWN,D,1003358,182945,40.66880609300006,-73.93112156699993,"(40.66880609300006, -73.93112156699993)",POINT (-73.93112156699993 40.66880609300006)
403251,386308277,40,BRONX,02/12/2021,08:45:00,02/12/2021,09:15:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,109,FELONY,,GRAND LARCENY,,PATROL BORO BRONX,417.0,"LARCENY,GRAND FROM PERSON,PURS",TRANSIT - NYC SUBWAY,02/12/2021,3 AVENUE-149 STREET,45-64,WHITE HISPANIC,M,12.0,65+,ASIAN / PACIFIC ISLANDER,M,1007034,236608,40.81608887400005,-73.917688689,"(40.81608887400005, -73.917688689)",POINT (-73.917688689 40.81608887400005)
403389,542613903,14,MANHATTAN,02/20/2021,13:30:00,02/20/2021,13:45:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,109,FELONY,,GRAND LARCENY,,PATROL BORO MAN SOUTH,437.0,"LARCENY,GRAND BY FALSE PROMISE-IN PERSON CONTACT",TRANSIT - NYC SUBWAY,02/20/2021,33 STREET,<18,BLACK,F,4.0,18-24,WHITE,F,989284,211217,40.74642524500007,-73.98183391399994,"(40.74642524500007, -73.98183391399994)",POINT (-73.98183391399994 40.74642524500007)
403421,193525247,1,MANHATTAN,02/16/2021,18:01:00,02/16/2021,18:03:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,106,FELONY,,FELONY ASSAULT,,PATROL BORO MAN SOUTH,106.0,ASSAULT POLICE/PEACE OFFICER,TRANSIT - NYC SUBWAY,02/16/2021,SOUTH FERRY,,,,2.0,UNKNOWN,UNKNOWN,E,980772,194845,40.70148881400007,-74.01254496799999,"(40.70148881400007, -74.01254496799999)",POINT (-74.01254496799999 40.70148881400007)
403486,353836716,104,QUEENS,02/17/2021,17:25:00,02/17/2021,17:35:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,578,VIOLATION,,HARRASSMENT 2,,PATROL BORO QUEENS NORTH,638.0,"HARASSMENT,SUBD 3,4,5",TRANSIT - NYC SUBWAY,02/17/2021,MYRTLE/WYCKOFF AVENUES,UNKNOWN,BLACK,M,33.0,45-64,BLACK,F,1008918,194147,40.69953927100005,-73.91103806999998,"(40.69953927100005, -73.91103806999998)",POINT (-73.91103806999998 40.69953927100005)
403559,691010252,62,BROOKLYN,02/15/2021,10:00:00,02/15/2021,11:00:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,344,MISDEMEANOR,,ASSAULT 3 & RELATED OFFENSES,,PATROL BORO BKLYN SOUTH,101.0,ASSAULT 3,TRANSIT - NYC SUBWAY,02/15/2021,BAY PARKWAY,UNKNOWN,UNKNOWN,U,34.0,25-44,BLACK HISPANIC,M,989317,162811,40.61356174100007,-73.98175120699995,"(40.61356174100007, -73.98175120699995)",POINT (-73.98175120699995 40.61356174100007)
403602,327346995,6,MANHATTAN,02/14/2021,17:00:00,02/14/2021,17:04:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,118,FELONY,,DANGEROUS WEAPONS,,PATROL BORO MAN SOUTH,793.0,WEAPONS POSSESSION 3,TRANSIT - NYC SUBWAY,02/14/2021,W. 4 STREET,,,,2.0,45-64,WHITE,M,983985,205857,40.73171480100008,-74.00095761299998,"(40.731714801000074, -74.00095761299998)",POINT (-74.00095761299998 40.731714801000074)
403625,728559354,1,MANHATTAN,02/20/2021,16:55:00,02/20/2021,17:00:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,578,VIOLATION,,HARRASSMENT 2,,PATROL BORO MAN SOUTH,637.0,"HARASSMENT,SUBD 1,CIVILIAN",TRANSIT - NYC SUBWAY,02/20/2021,SOUTH FERRY,25-44,WHITE,M,2.0,45-64,WHITE,M,980772,194845,40.70148881400007,-74.01254496799999,"(40.70148881400007, -74.01254496799999)",POINT (-74.01254496799999 40.70148881400007)
403691,753523194,7,MANHATTAN,02/13/2021,09:59:00,02/13/2021,10:00:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,109,FELONY,,GRAND LARCENY,,PATROL BORO MAN SOUTH,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",TRANSIT - NYC SUBWAY,02/13/2021,ESSEX STREET,45-64,BLACK,M,4.0,18-24,WHITE,M,987521,201066,40.718564066000056,-73.98820145399996,"(40.718564066000056, -73.98820145399996)",POINT (-73.98820145399996 40.718564066000056)
403701,609183805,110,QUEENS,02/11/2021,13:47:00,02/11/2021,13:47:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,231,MISDEMEANOR,,BURGLAR'S TOOLS,,PATROL BORO QUEENS NORTH,209.0,"BURGLARS TOOLS,UNCLASSIFIED",TRANSIT - NYC SUBWAY,02/11/2021,ROOSEVELT AVE.-JACKSON HEIGHTS,,,,20.0,UNKNOWN,UNKNOWN,E,1014244,211379,40.746820464000045,-73.89175345599993,"(40.746820464000045, -73.89175345599993)",POINT (-73.89175345599993 40.746820464000045)
403710,700362767,79,BROOKLYN,02/14/2021,05:30:00,02/14/2021,05:35:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,105,FELONY,,ROBBERY,,PATROL BORO BKLYN NORTH,398.0,"ROBBERY,PUBLIC PLACE INSIDE",TRANSIT - NYC SUBWAY,02/14/2021,NOSTRAND AVENUE,UNKNOWN,BLACK,M,30.0,25-44,BLACK,F,998241,187165,40.68039860900007,-73.94955839299998,"(40.68039860900007, -73.94955839299998)",POINT (-73.94955839299998 40.68039860900007)
403726,817876359,1,MANHATTAN,02/13/2021,08:15:00,02/13/2021,08:20:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,578,VIOLATION,,HARRASSMENT 2,,PATROL BORO MAN SOUTH,637.0,"HARASSMENT,SUBD 1,CIVILIAN",TRANSIT - NYC SUBWAY,02/13/2021,SOUTH FERRY,UNKNOWN,WHITE,F,2.0,45-64,BLACK,F,980772,194845,40.70148881400007,-74.01254496799999,"(40.70148881400007, -74.01254496799999)",POINT (-74.01254496799999 40.70148881400007)
403805,507595063,75,BROOKLYN,02/12/2021,20:50:00,02/12/2021,21:00:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,344,MISDEMEANOR,,ASSAULT 3 & RELATED OFFENSES,,PATROL BORO BKLYN NORTH,113.0,"MENACING,UNCLASSIFIED",TRANSIT - NYC SUBWAY,02/12/2021,EUCLID AVENUE,25-44,BLACK,M,33.0,45-64,BLACK,M,1019779,185370,40.67541150100004,-73.87191497999999,"(40.675411501000035, -73.87191497999999)",POINT (-73.87191497999999 40.675411501000035)
403895,540557262,62,BROOKLYN,02/09/2021,07:40:00,02/09/2021,07:45:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,578,VIOLATION,,HARRASSMENT 2,,PATROL BORO BKLYN SOUTH,638.0,"HARASSMENT,SUBD 3,4,5",TRANSIT - NYC SUBWAY,02/17/2021,BAY PARKWAY,25-44,BLACK HISPANIC,M,34.0,25-44,WHITE,F,989317,162811,40.61356174100007,-73.98175120699995,"(40.61356174100007, -73.98175120699995)",POINT (-73.98175120699995 40.61356174100007)
403968,352004246,14,MANHATTAN,02/14/2021,16:30:00,02/14/2021,17:00:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,106,FELONY,,FELONY ASSAULT,,PATROL BORO MAN SOUTH,109.0,"ASSAULT 2,1,UNCLASSIFIED",TRANSIT - NYC SUBWAY,02/19/2021,34 ST.-PENN STATION,25-44,BLACK,F,2.0,45-64,WHITE,M,986848,212883,40.75099904800004,-73.99062471199994,"(40.75099904800004, -73.99062471199994)",POINT (-73.99062471199994 40.75099904800004)
404093,715021686,78,BROOKLYN,02/11/2021,17:41:00,02/11/2021,17:53:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,361,MISDEMEANOR,,OFF. AGNST PUB ORD SENSBLTY &,,PATROL BORO BKLYN SOUTH,639.0,AGGRAVATED HARASSMENT 2,TRANSIT - NYC SUBWAY,02/11/2021,ATLANTIC AVENUE,25-44,BLACK,M,32.0,45-64,WHITE HISPANIC,F,990502,188496,40.68406075000007,-73.97745929199993,"(40.68406075000007, -73.97745929199993)",POINT (-73.97745929199993 40.68406075000007)
404154,835466594,19,MANHATTAN,02/16/2021,13:00:00,02/16/2021,13:05:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,344,MISDEMEANOR,,ASSAULT 3 & RELATED OFFENSES,,PATROL BORO MAN NORTH,101.0,ASSAULT 3,TRANSIT - NYC SUBWAY,02/16/2021,LEXINGTON AVE.,18-24,BLACK,M,1.0,45-64,WHITE,M,993569,217891,40.76474020200004,-73.96636024699995,"(40.76474020200004, -73.96636024699995)",POINT (-73.96636024699995 40.76474020200004)
404172,264555332,68,BROOKLYN,02/12/2021,13:00:00,02/12/2021,13:00:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,351,MISDEMEANOR,,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO BKLYN SOUTH,258.0,"CRIMINAL MISCHIEF 4TH, GRAFFIT",TRANSIT - NYC SUBWAY,02/12/2021,FORT HAMILTON PKWY,,,,34.0,UNKNOWN,UNKNOWN,D,982301,169571,40.63211776600008,-74.00702326899994,"(40.63211776600008, -74.00702326899994)",POINT (-74.00702326899994 40.63211776600008)
